State,AccountLength,AreaCode,Phone,IntlPlan,VMailPlan,VMailMessage,DayMins,DayCalls,DayCharge,EveMins,EveCalls,EveCharge,NightMins,NightCalls,NightCharge,IntlMins,IntlCalls,IntlCharge
RI,107,415,385-8240,no,yes,37,60,102,10.199999809265137,102.19999694824219,80,8.6899995803833,261.79998779296875,106,11.779999732971191,11.100000381469727,3,3
IN,51,510,348-1359,no,no,0,214.8000030517578,94,36.52000045776367,149.6999969482422,58,12.720000267028809,283.3999938964844,66,12.75,10.199999809265137,5,2.75
AZ,94,408,354-7339,no,no,0,181.8000030517578,85,30.90999984741211,202.39999389648438,98,17.200000762939453,245.89999389648438,97,11.069999694824219,9.199999809265137,2,2.4800000190734863
OR,33,415,380-2558,no,yes,29,157.39999389648438,99,26.760000228881836,117.9000015258789,80,10.020000457763672,279.20001220703125,79,12.5600004196167,13.899999618530273,11,3.75
MS,82,408,345-6043,no,no,0,207,90,35.189998626708984,232.89999389648438,83,19.799999237060547,172.39999389648438,108,7.760000228881836,9.100000381469727,8,2.4600000381469727
MI,86,510,349-2808,no,yes,41,119,101,20.229999542236328,230,134,19.549999237060547,236.89999389648438,58,10.65999984741211,9.5,3,2.569999933242798
FL,106,408,385-2488,no,yes,32,165.89999389648438,126,28.200000762939453,216.5,93,18.399999618530273,173.10000610351562,86,7.789999961853027,14.100000381469727,8,3.809999942779541
TX,114,415,342-1099,no,no,0,84.69999694824219,118,14.399999618530273,249.89999389648438,86,21.239999771118164,193.39999389648438,95,8.699999809265137,14.5,8,3.9200000762939453
KS,92,408,386-4170,yes,no,0,62.599998474121094,111,10.640000343322754,180.60000610351562,126,15.350000381469727,221.6999969482422,80,9.979999542236328,10.399999618530273,2,2.809999942779541
UT,59,510,413-1269,no,no,0,155.1999969482422,79,26.3799991607666,235.3000030517578,123,20,169.39999389648438,80,7.619999885559082,8.699999809265137,4,2.3499999046325684
MN,24,510,396-4460,no,yes,25,164.89999389648438,110,28.030000686645508,209.3000030517578,105,17.790000915527344,231.1999969482422,55,10.399999618530273,6.699999809265137,9,1.809999942779541
IL,151,408,334-2730,no,no,0,134.5,88,22.8700008392334,143.10000610351562,112,12.15999984741211,223.89999389648438,61,10.079999923706055,15.399999618530273,1,4.159999847412109
SC,78,510,377-8608,no,no,0,168.3000030517578,110,28.610000610351562,221.1999969482422,73,18.799999237060547,241,136,10.850000381469727,12.5,1,3.380000114440918
RI,114,510,411-9554,no,yes,28,225.8000030517578,94,38.38999938964844,193,117,16.40999984741211,232.39999389648438,100,10.460000038146973,8.399999618530273,9,2.2699999809265137
NH,119,408,420-3192,no,no,0,138.3000030517578,89,23.510000228881836,170.5,78,14.489999771118164,263.8999938964844,98,11.880000114440918,13.5,6,3.6500000953674316
MO,64,510,389-1475,no,yes,48,94.4000015258789,104,16.049999237060547,136.1999969482422,101,11.579999923706055,147.39999389648438,89,6.630000114440918,4.5,4,1.2200000286102295
OK,117,415,344-6495,no,no,0,134.6999969482422,121,22.899999618530273,180,83,15.300000190734863,200.89999389648438,104,9.039999961853027,7.699999809265137,3,2.0799999237060547
PA,92,408,339-9631,no,yes,28,151.10000610351562,90,25.690000534057617,194.8000030517578,79,16.559999465942383,239.1999969482422,114,10.760000228881836,10,3,2.700000047683716
WA,83,415,369-4384,no,no,0,221.39999389648438,103,37.63999938964844,231.8000030517578,103,19.700000762939453,122.5,100,5.510000228881836,9.800000190734863,5,2.6500000953674316
HI,148,510,416-3915,yes,no,0,218.89999389648438,88,37.209999084472656,208,85,17.68000030517578,203.3000030517578,99,9.149999618530273,11.100000381469727,4,3
SD,144,408,339-3049,no,yes,48,189.8000030517578,96,32.27000045776367,123.4000015258789,67,10.489999771118164,214.1999969482422,106,9.640000343322754,6.5,2,1.7599999904632568
AL,131,415,361-7998,no,yes,25,192.6999969482422,85,32.7599983215332,225.89999389648438,105,19.200000762939453,254.1999969482422,59,11.4399995803833,10.899999618530273,6,2.940000057220459
MT,143,415,387-6440,no,no,0,172.3000030517578,97,29.290000915527344,174,108,14.789999961853027,188.1999969482422,119,8.470000267028809,13,4,3.509999990463257
AK,48,415,389-7073,no,yes,37,211.6999969482422,115,35.9900016784668,159.89999389648438,84,13.59000015258789,144.10000610351562,80,6.480000019073486,12.199999809265137,1,3.2899999618530273
DE,71,415,362-7318,no,no,0,197.89999389648438,108,33.63999938964844,181.5,109,15.430000305175781,281.3999938964844,56,12.65999984741211,6.699999809265137,5,1.809999942779541
SD,145,408,412-1194,no,yes,24,147.5,90,25.079999923706055,175.6999969482422,108,14.930000305175781,252.10000610351562,102,11.34000015258789,15.600000381469727,3,4.210000038146973
MI,137,510,355-9508,no,no,0,206.39999389648438,122,35.09000015258789,128,102,10.880000114440918,194.5,84,8.75,8.800000190734863,5,2.380000114440918
KS,137,408,352-8202,no,no,0,205.89999389648438,88,35,209.3000030517578,86,17.790000915527344,289.8999938964844,84,13.050000190734863,14.5,4,3.9200000762939453
OK,89,510,352-6976,no,no,0,303.8999938964844,95,51.65999984741211,260.8999938964844,114,22.18000030517578,312.1000061035156,89,14.039999961853027,5.300000190734863,3,1.4299999475479126
NE,132,510,335-1838,no,no,0,99.5,110,16.920000076293945,129.10000610351562,80,10.970000267028809,125.0999984741211,124,5.630000114440918,9.699999809265137,3,2.619999885559082
IN,166,510,350-6759,no,no,0,204.1999969482422,115,34.709999084472656,179.89999389648438,152,15.289999961853027,216.8000030517578,109,9.760000228881836,9.5,5,2.569999933242798
DC,74,415,371-1514,no,no,0,85.69999694824219,83,14.569999694824219,247.6999969482422,67,21.049999237060547,142.39999389648438,85,6.409999847412109,10.100000381469727,5,2.7300000190734863
ME,113,415,398-4313,no,no,0,215.5,129,36.63999938964844,218.6999969482422,117,18.59000015258789,207.10000610351562,91,9.319999694824219,6.599999904632568,9,1.7799999713897705
MN,94,415,412-4399,no,no,0,181.5,98,30.860000610351562,199.89999389648438,88,16.989999771118164,287.70001220703125,114,12.949999809265137,6.599999904632568,5,1.7799999713897705
RI,121,408,329-7347,no,no,0,170.39999389648438,108,28.969999313354492,350.5,68,29.790000915527344,297,87,13.369999885559082,11.199999809265137,3,3.0199999809265137
MO,196,415,393-2373,no,no,0,234,109,39.779998779296875,249.5,114,21.209999084472656,173.10000610351562,70,7.789999961853027,9.100000381469727,5,2.4600000381469727
VT,113,415,419-1714,no,no,0,272.1000061035156,111,46.2599983215332,268.5,118,22.81999969482422,213.8000030517578,105,9.619999885559082,8.5,10,2.299999952316284
IN,122,408,336-3819,no,no,0,296.3999938964844,99,50.38999938964844,214.8000030517578,89,18.260000228881836,133.89999389648438,107,6.03000020980835,11.399999618530273,3,3.0799999237060547
RI,112,510,341-3464,no,no,0,194.39999389648438,101,33.04999923706055,190.3000030517578,82,16.18000030517578,183.39999389648438,107,8.25,11.399999618530273,2,3.0799999237060547
SD,209,415,413-5310,no,no,0,227.1999969482422,128,38.619998931884766,258.3999938964844,92,21.959999084472656,183.5,74,8.260000228881836,8.899999618530273,4,2.4000000953674316
MN,62,415,366-7912,no,no,0,248.6999969482422,109,42.279998779296875,220,118,18.700000762939453,265.70001220703125,78,11.960000038146973,13.199999809265137,2,3.559999942779541
TX,110,415,399-8845,no,yes,38,236.3000030517578,102,40.16999816894531,195.89999389648438,112,16.649999618530273,183.5,82,8.260000228881836,9.699999809265137,6,2.619999885559082
MA,39,408,332-2462,no,no,0,60.400001525878906,158,10.270000457763672,306.20001220703125,120,26.030000686645508,123.9000015258789,46,5.579999923706055,12.399999618530273,3,3.3499999046325684
GA,103,415,381-9196,no,yes,28,121,105,20.56999969482422,270.3999938964844,100,22.979999542236328,160.5,76,7.21999979019165,7.699999809265137,4,2.0799999237060547
RI,119,415,329-3222,no,yes,29,117.80000305175781,66,20.030000686645508,256.79998779296875,114,21.829999923706055,147.60000610351562,76,6.639999866485596,7.599999904632568,3,2.049999952316284
ID,173,510,363-5819,no,yes,21,232.39999389648438,96,39.5099983215332,211.89999389648438,118,18.010000228881836,273,102,12.289999961853027,5,5,1.350000023841858
WY,114,415,403-7775,no,yes,32,125.19999694824219,79,21.280000686645508,177.8000030517578,105,15.109999656677246,232.39999389648438,89,10.460000038146973,12.899999618530273,3,3.4800000190734863
VA,104,408,360-2479,no,no,0,138.6999969482422,107,23.579999923706055,256.8999938964844,113,21.84000015258789,234.89999389648438,74,10.569999694824219,10,3,2.700000047683716
ME,100,510,359-8466,no,yes,30,58.79999923706055,104,10,219.5,107,18.65999984741211,152.3000030517578,118,6.849999904632568,7.099999904632568,3,1.9199999570846558
AL,121,408,331-8909,no,yes,35,68.69999694824219,95,11.680000305175781,209.1999969482422,69,17.780000686645508,197.39999389648438,42,8.880000114440918,11.399999618530273,4,3.0799999237060547
AZ,158,510,362-2314,no,no,0,205.1999969482422,97,34.880001068115234,240.60000610351562,77,20.450000762939453,79.69999694824219,108,3.5899999141693115,14.399999618530273,12,3.890000104904175
FL,116,510,338-8478,no,no,0,192.10000610351562,98,32.65999984741211,312.8999938964844,135,26.600000381469727,130.1999969482422,94,5.860000133514404,7.900000095367432,2,2.130000114440918
MT,54,415,387-5453,no,no,0,272.6000061035156,83,46.34000015258789,248.6999969482422,74,21.139999389648438,197.39999389648438,111,8.880000114440918,9.5,2,2.569999933242798
AL,86,415,380-3437,no,no,0,128.3000030517578,121,21.809999465942383,197.10000610351562,93,16.75,138.39999389648438,152,6.230000019073486,12.199999809265137,5,3.2899999618530273
DE,108,510,365-8779,no,no,0,169.60000610351562,99,28.829999923706055,264.1000061035156,87,22.450000762939453,206.3000030517578,78,9.279999732971191,9.300000190734863,4,2.509999990463257
MT,66,510,407-2750,no,no,0,201.3000030517578,95,34.220001220703125,152.8000030517578,66,12.989999771118164,233.1999969482422,101,10.489999771118164,7.5,4,2.0299999713897705
KY,151,408,396-8265,no,yes,17,214.6999969482422,97,36.5,138.5,90,11.770000457763672,169.10000610351562,44,7.610000133514404,8.600000381469727,4,2.319999933242798
SC,99,510,397-4304,no,no,0,169.1999969482422,70,28.760000228881836,271.5,77,23.079999923706055,170.1999969482422,104,7.659999847412109,10.600000381469727,2,2.859999895095825
AK,78,408,336-5406,no,no,0,225.10000610351562,67,38.27000045776367,199.1999969482422,127,16.93000030517578,175.5,102,7.900000095367432,14.600000381469727,2,3.940000057220459
GA,89,415,343-6940,no,no,0,213,63,36.209999084472656,176.60000610351562,71,15.010000228881836,262.6000061035156,126,11.819999694824219,9.100000381469727,1,2.4600000381469727
MN,101,415,361-9923,no,no,0,183.89999389648438,115,31.260000228881836,255.89999389648438,101,21.75,275,145,12.380000114440918,10.800000190734863,11,2.9200000762939453
IL,44,415,350-6639,no,yes,34,221.8000030517578,105,37.709999084472656,161.6999969482422,85,13.739999771118164,227.6999969482422,62,10.25,14,7,3.7799999713897705
SC,64,510,349-6567,no,yes,37,154.60000610351562,92,26.280000686645508,83.4000015258789,103,7.090000152587891,165.89999389648438,99,7.46999979019165,13.300000190734863,3,3.5899999141693115
VT,162,510,375-2165,no,no,0,220.60000610351562,117,37.5,155.1999969482422,121,13.1899995803833,186.6999969482422,89,8.399999618530273,10.5,11,2.8399999141693115
AZ,83,415,400-6999,no,yes,41,155.89999389648438,122,26.5,162.3000030517578,107,13.800000190734863,127.5999984741211,105,5.739999771118164,13.100000381469727,5,3.5399999618530273
FL,100,510,420-7823,no,no,0,107,63,18.190000534057617,105.69999694824219,67,8.979999542236328,243.10000610351562,74,10.9399995803833,12.800000190734863,3,3.4600000381469727
AK,59,510,366-5241,no,no,0,182.5,104,31.030000686645508,204.6999969482422,95,17.399999618530273,229.89999389648438,100,10.350000381469727,11.300000190734863,8,3.049999952316284
AR,79,408,406-2752,no,no,0,152.1999969482422,112,25.8700008392334,177.1999969482422,132,15.0600004196167,96.4000015258789,87,4.340000152587891,5.300000190734863,3,1.4299999475479126
AK,117,415,337-8078,no,no,0,181.5,95,30.860000610351562,205.10000610351562,88,17.43000030517578,204,82,9.180000305175781,14.699999809265137,9,3.9700000286102295
MS,64,408,402-1942,yes,no,0,236.1999969482422,77,40.150001525878906,218.60000610351562,85,18.579999923706055,194.10000610351562,97,8.729999542236328,13.199999809265137,2,3.559999942779541
CA,124,408,343-6374,yes,no,0,244.60000610351562,89,41.58000183105469,188.8000030517578,80,16.049999237060547,206,114,9.270000457763672,11.300000190734863,4,3.049999952316284
NM,122,408,385-8730,no,yes,23,134.1999969482422,85,22.809999465942383,227.3000030517578,132,19.31999969482422,122.4000015258789,96,5.510000228881836,8.5,2,2.299999952316284
NE,37,408,393-7892,yes,yes,39,149.6999969482422,122,25.450000762939453,211.10000610351562,75,17.940000534057617,114.30000305175781,90,5.139999866485596,9.199999809265137,4,2.4800000190734863
CO,159,408,341-4463,yes,no,0,257.1000061035156,53,43.709999084472656,312.20001220703125,127,26.540000915527344,183,82,8.239999771118164,8.800000190734863,6,2.380000114440918
DE,148,415,351-2587,no,no,0,124.4000015258789,83,21.149999618530273,179.6999969482422,81,15.270000457763672,253,99,11.390000343322754,11.300000190734863,6,3.049999952316284
OH,39,415,421-9752,no,yes,36,141.6999969482422,121,24.09000015258789,232.3000030517578,113,19.75,222.10000610351562,131,9.989999771118164,12,5,3.240000009536743
MS,77,408,356-4001,no,no,0,230,87,39.099998474121094,103.19999694824219,138,8.770000457763672,309.6000061035156,136,13.930000305175781,11.300000190734863,3,3.049999952316284
CO,154,415,343-5709,no,no,0,350.79998779296875,75,59.63999938964844,216.5,94,18.399999618530273,253.89999389648438,100,11.430000305175781,10.100000381469727,9,2.7300000190734863
NC,112,415,334-1872,no,no,0,193.3000030517578,96,32.86000061035156,264.1000061035156,123,22.450000762939453,128.60000610351562,115,5.789999961853027,9.100000381469727,3,2.4600000381469727
MD,45,415,350-1040,no,no,0,78.19999694824219,127,13.289999961853027,253.39999389648438,108,21.540000915527344,255,100,11.479999542236328,18,3,4.860000133514404
MA,128,415,385-6778,no,no,0,195.60000610351562,99,33.25,267.79998779296875,120,22.760000228881836,164.89999389648438,76,7.420000076293945,16,2,4.320000171661377
NC,135,415,383-7689,no,no,0,201.8000030517578,81,34.310001373291016,225,114,19.1299991607666,204.39999389648438,82,9.199999809265137,10.300000190734863,6,2.7799999713897705
NY,32,415,364-3567,no,no,0,164.8000030517578,98,28.020000457763672,229.89999389648438,96,19.540000915527344,167.3000030517578,108,7.53000020980835,14.800000190734863,2,4
MO,95,415,374-7787,yes,no,0,165.5,84,28.139999389648438,286.20001220703125,112,24.329999923706055,198.89999389648438,89,8.949999809265137,11.5,2,3.109999895095825
KS,127,415,345-2931,no,no,0,221,100,37.56999969482422,160.6999969482422,113,13.65999984741211,233.10000610351562,96,10.489999771118164,6.800000190734863,4,1.840000033378601
SD,137,510,373-5732,no,no,0,242.10000610351562,118,41.15999984741211,191,93,16.239999771118164,218.60000610351562,50,9.84000015258789,14.699999809265137,2,3.9700000286102295
OR,149,415,332-9460,yes,no,0,176.1999969482422,87,29.950000762939453,145,81,12.329999923706055,249.5,92,11.229999542236328,5.699999809265137,4,1.5399999618530273
CT,99,415,363-8824,no,no,0,146.6999969482422,64,24.940000534057617,274,99,23.290000915527344,321.29998779296875,98,14.460000038146973,8.899999618530273,1,2.4000000953674316
NH,54,510,353-3351,no,no,0,210.5,102,35.790000915527344,204.5,83,17.3799991607666,127.80000305175781,53,5.75,8.5,5,2.299999952316284
WI,85,415,360-4320,no,no,0,102,95,17.34000015258789,270.20001220703125,139,22.969999313354492,148.1999969482422,105,6.670000076293945,10.699999809265137,3,2.890000104904175
WV,43,415,393-4949,no,no,0,168.39999389648438,125,28.6299991607666,243.8000030517578,89,20.719999313354492,214.6999969482422,102,9.65999984741211,11.100000381469727,2,3
MA,35,415,401-3156,no,no,0,105.5999984741211,129,17.950000762939453,258.20001220703125,129,21.950000762939453,213.10000610351562,77,9.59000015258789,8.699999809265137,3,2.3499999046325684
MD,98,415,338-6283,no,no,0,206.5,92,35.11000061035156,176.1999969482422,152,14.979999542236328,232.8000030517578,115,10.479999542236328,12.399999618530273,5,3.3499999046325684
PA,112,510,352-9017,no,no,0,217.10000610351562,76,36.90999984741211,205.1999969482422,100,17.440000534057617,185.6999969482422,91,8.359999656677246,9.399999618530273,3,2.5399999618530273
WI,16,510,405-5305,no,no,0,229.60000610351562,78,39.029998779296875,205.6999969482422,108,17.479999542236328,166.1999969482422,91,7.480000019073486,10.800000190734863,2,2.9200000762939453
TX,84,408,339-7139,no,no,0,138.60000610351562,102,23.559999465942383,199,93,16.920000076293945,204.10000610351562,137,9.180000305175781,7.800000190734863,4,2.109999895095825
IL,84,510,378-1303,no,no,0,181.5,129,30.860000610351562,130.6999969482422,112,11.109999656677246,186.5,118,8.390000343322754,8.5,4,2.299999952316284
GA,98,415,333-5430,no,yes,31,121,105,20.56999969482422,218.89999389648438,98,18.610000610351562,226.6999969482422,110,10.199999809265137,12,1,3.240000009536743
ID,74,415,365-9696,no,no,0,221.10000610351562,124,37.59000015258789,110.80000305175781,94,9.420000076293945,240.10000610351562,112,10.800000190734863,10.600000381469727,3,2.859999895095825
